Accident_ID,Date,Latitude,Longitude,Severity,Road_Type,Weather,Region,Source
REAL-1,2021-12-31,18.27845745037488,76.00957388786227,Fatal,NH,,,
REAL-2,2021-12-31,24.543681356839087,84.28057070288547,Fatal,NH,,,
REAL-3,2021-12-30,15.390068035586197,74.39144094880469,Fatal,NH,,,
REAL-4,2021-12-30,13.067050304037062,79.30040631066949,Fatal,OR,,,
REAL-5,2021-12-30,13.039775780916695,79.29047838425367,Fatal,OR,,,
REAL-6,2021-12-30,26.64362250050694,74.19299113226057,Fatal,NH,,,
REAL-7,2021-12-30,27.793665237757928,70.35519318244828,Fatal,NH,,,
REAL-8,2021-12-30,11.299962063279324,76.94191717015218,Fatal,SH,,,
REAL-9,2022-01-01,25.808661598311467,71.40488769828872,Fatal,NH,,,
REAL-10,2021-12-31,17.692782870071433,77.62231729628967,Fatal,NH,,,
REAL-11,2022-01-01,16.48884543363603,78.3091303972808,Fatal,SH,,,
REAL-12,2022-01-01,16.526195268882535,78.59603307218524,Fatal,OR,,,
REAL-13,2022-01-01,27.011963538352493,75.76932901260889,Fatal,NH,,,
REAL-14,2022-01-01,25.188347677151736,86.97434233075197,Fatal,SH,,,
REAL-15,2022-01-01,25.242396484247,86.98888681844828,Fatal,OR,,,
REAL-16,2022-01-01,29.47257166225623,77.71737212387585,Fatal,SH,,,
REAL-17,2022-01-01,17.76444710552003,81.01025874640929,Fatal,OR,,,
REAL-18,2021-12-31,12.917305822072388,79.24589931923434,Fatal,SH,,,
REAL-19,2022-01-01,11.038158152772835,77.03756589670454,Fatal,NH,,,
REAL-20,2022-01-01,18.991748018503824,73.03711475232855,Fatal,NH,,,
REAL-21,2022-01-01,18.976004872607675,73.03152779361652,Fatal,OR,,,
REAL-22,2022-01-02,16.572508890221638,75.9754540804605,Fatal,SH,,,
REAL-23,2022-01-02,14.89006685560942,76.22398648067914,Fatal,SH,,,
REAL-24,2022-01-02,13.066746957230484,77.50327116691861,Fatal,SH,,,
REAL-25,2022-01-02,13.040914155489356,77.61704511801918,Fatal,NH,,,
REAL-26,2022-01-04,8.541149770701736,77.31592904791036,Fatal,SH,,,
REAL-27,2022-01-02,16.5081867897076,74.22019958556264,Fatal,OR,,,
REAL-28,2022-01-04,22.776769204616333,71.72962248310266,Fatal,SH,,,
REAL-29,2022-01-03,21.97278752577793,70.78862073790624,Fatal,NH,,,
REAL-30,2022-01-03,22.56034861853684,70.4258539831936,Fatal,SH,,,
REAL-31,2022-01-03,18.45072219760597,73.91614459634192,Fatal,NH,,,
REAL-32,2022-01-02,18.486331175038483,73.79708554934217,Fatal,NH,,,
REAL-33,2022-01-04,29.794701671789223,77.83802738617437,Fatal,OR,,,
REAL-34,2022-01-02,26.847744161614127,81.00770583339522,Fatal,NH,,,
REAL-35,2022-01-06,26.23244327782419,82.075673988543,Fatal,NH,,,
REAL-36,2022-01-04,22.69729187357254,75.90860390970307,Fatal,OR,,,
REAL-37,2022-01-04,22.43115195743422,75.61763951190622,Fatal,NH,,,
REAL-38,2022-01-05,9.478253797120738,76.91578562862944,Fatal,OR,,,
REAL-39,2022-01-06,26.172269871051377,79.96053447979006,Fatal,SH,,,
REAL-40,2022-01-06,17.819637365225628,81.03034800094213,Fatal,NH,,,
REAL-41,2022-01-05,17.52559528053733,78.27114402473659,Fatal,NH,,,
REAL-42,2022-01-06,12.93497388725656,77.53145535271094,Fatal,SH,,,
REAL-43,2022-01-06,12.967955279692166,77.52407059158364,Fatal,OR,,,
REAL-44,2022-01-06,30.56554678240335,78.32522300136368,Fatal,NH,,,
REAL-45,2022-01-07,30.38157293024726,77.79771572590872,Fatal,OR,,,
REAL-46,2022-01-07,12.858376301854657,77.52802094205354,Fatal,OR,,,
REAL-47,2022-01-07,23.059882776138668,72.52057320671621,Fatal,NH,,,
REAL-48,2022-01-08,17.10266311413749,80.76936937354604,Fatal,NH,,,
REAL-49,2022-01-08,17.033617916586227,80.64713177640807,Fatal,NH,,,
REAL-50,2022-01-09,20.31379687035904,74.66384510003404,Fatal,SH,,,
REAL-51,2022-01-09,22.17985011402323,71.65078918083432,Fatal,SH,,,
REAL-52,2022-01-09,17.716464062931237,80.99279291890697,Fatal,SH,,,
REAL-53,2022-01-09,22.15122333271011,71.65877930084991,Fatal,NH,,,
REAL-54,2022-01-09,21.64440087690713,82.34278934682449,Fatal,NH,,,
REAL-55,2022-01-09,19.9864533330699,73.78419165143977,Fatal,NH,,,
REAL-56,2022-01-10,12.879137929078608,77.4456388022993,Fatal,NH,,,
REAL-57,2022-01-10,18.46087329898162,73.82215405131329,Fatal,NH,,,
REAL-58,2022-01-09,12.52753677679566,76.3833438370817,Fatal,OR,,,
REAL-59,2022-01-09,26.589105945186247,74.85948627660595,Fatal,NH,,,
REAL-60,2022-01-09,20.00678053729021,73.8291134262243,Fatal,OR,,,
REAL-61,2022-01-09,20.033277226299347,73.79524144570404,Fatal,NH,,,
REAL-62,2022-01-09,19.96973794288776,73.81769001774795,Fatal,SH,,,
REAL-63,2022-01-11,16.436925517988787,79.61217474801305,Fatal,SH,,,
REAL-64,2022-01-09,12.889577748612352,77.56353894092923,Fatal,OR,,,
REAL-65,2022-01-12,28.49043013078424,77.08153241633956,Fatal,NH,,,
REAL-66,2022-01-12,13.130457182123903,77.35974095043811,Fatal,NH,,,
REAL-67,2022-01-14,14.553328636829782,76.43302899167439,Fatal,NH,,,
REAL-68,2022-01-13,12.874086694098173,77.54072195604662,Fatal,OR,,,
REAL-69,2022-01-13,22.70824432220356,75.92920211827541,Fatal,NH,,,
REAL-70,2022-01-14,20.23465588078181,79.01543924056895,Fatal,NH,,,
REAL-71,2022-01-14,8.30188369743812,77.41809566119392,Fatal,OR,,,
REAL-72,2022-01-14,22.64953470429659,88.43818561245637,Fatal,OR,,,
REAL-73,2022-01-14,10.011092687874315,76.68826342227766,Fatal,SH,,,
REAL-74,2022-01-15,15.281550861387068,74.43777778218772,Fatal,OR,,,
REAL-75,2022-01-15,27.11896896428953,73.67248311917048,Fatal,NH,,,
REAL-76,2022-01-15,22.961108702798008,72.61966017499154,Fatal,OR,,,
REAL-77,2022-01-16,23.523684332362315,79.37929010088607,Fatal,OR,,,
REAL-78,2022-01-16,22.601570130287165,80.38020370045963,Fatal,SH,,,
REAL-79,2022-01-16,23.459623017585365,74.92905852422956,Fatal,OR,,,
REAL-80,2022-01-15,31.21441147347508,75.62514255479414,Fatal,OR,,,
REAL-81,2022-01-17,25.484100715535924,81.97930524084148,Fatal,SH,,,
REAL-82,2022-01-17,25.513167610968463,81.8661763224527,Fatal,NH,,,
REAL-83,2022-01-16,19.121440192297,72.90781946380115,Fatal,OR,,,
REAL-84,2022-01-18,24.76730676338609,76.39400027518448,Fatal,NH,,,
REAL-85,2022-01-18,27.76748297692978,80.84767138661462,Fatal,SH,,,
REAL-86,2022-01-16,18.553896418910423,73.7243675904804,Fatal,OR,,,
REAL-87,2022-01-15,19.17442005976027,72.85976934887162,Fatal,OR,,,
REAL-88,2022-01-20,29.449454153821858,73.87581502395967,Fatal,NH,,,
REAL-89,2022-01-18,18.26150912534684,74.3476151574748,Fatal,OR,,,
REAL-90,2022-01-19,26.921072245843384,75.80705975340842,Fatal,OR,,,
REAL-91,2022-01-19,18.687104227193668,81.34610593869849,Fatal,SH,,,
REAL-92,2022-01-19,18.77406040183497,81.37775798626792,Fatal,SH,,,
REAL-93,2022-01-19,22.7741266742808,75.93616228783264,Fatal,NH,,,
REAL-94,2022-01-21,23.05622910208412,72.54839248535511,Fatal,NH,,,
REAL-95,2022-01-21,13.013395634204327,77.69952194675402,Fatal,NH,,,
REAL-96,2022-01-20,18.496302418026232,73.97119797630161,Fatal,NH,,,
REAL-97,2022-01-22,21.28144345287941,86.69191416872226,Fatal,OR,,,
REAL-98,2022-01-21,22.99894531519997,72.62465978696193,Fatal,OR,,,
REAL-99,2022-01-22,15.53144664568562,74.33107228229224,Fatal,NH,,,
REAL-100,2022-01-23,18.68473490820972,74.11586934949585,Fatal,SH,,,
REAL-101,2022-01-23,25.192410594168933,82.8270546312142,Fatal,OR,,,
REAL-102,2022-01-22,25.10276774054831,82.8672602963507,Fatal,NH,,,
REAL-103,2022-01-22,22.637960655646225,75.86771888717327,Fatal,NH,,,
REAL-104,2022-01-22,23.04697914071979,72.56910733421006,Fatal,OR,,,
REAL-105,2022-01-22,18.60526606930425,73.75217758015306,Fatal,NH,,,
REAL-106,2022-01-25,20.63715635920813,78.47350022936271,Fatal,NH,,,
REAL-107,2022-01-23,13.032318332628448,79.28776387307676,Fatal,NH,,,
REAL-108,2022-01-23,22.61203487217105,88.39303596485522,Fatal,OR,,,
REAL-109,2022-01-23,13.03254168175602,79.2878451721592,Fatal,NH,,,
REAL-110,2022-01-23,22.59474582753312,75.7003748573627,Fatal,NH,,,
REAL-111,2022-01-24,30.85883681083785,75.48669577236953,Fatal,OR,,,
REAL-112,2022-01-25,23.293852728757138,77.43635540033472,Fatal,OR,,,
REAL-113,2022-01-27,16.080937609341778,80.15831819833785,Fatal,NH,,,
REAL-114,2022-01-26,19.883564516772523,72.68264417660346,Fatal,OR,,,
REAL-115,2022-01-27,20.608413591260497,79.85587713179397,Fatal,NH,,,
REAL-116,2022-01-26,12.953940017532451,77.54359380855148,Fatal,NH,,,
REAL-117,2022-01-27,15.75873311270647,79.67422646980734,Fatal,NH,,,
REAL-118,2022-01-27,23.53469623782937,77.22595938027769,Fatal,NH,,,
REAL-119,2022-01-26,17.647684108050818,80.96775701533049,Fatal,SH,,,
REAL-120,2022-01-27,31.03747281688876,78.73627773458514,Fatal,NH,,,
REAL-121,2022-01-28,17.490912151289685,80.57321678720476,Fatal,SH,,,
REAL-122,2022-01-28,15.903511995945667,74.55948072624453,Fatal,OR,,,
REAL-123,2022-01-28,18.4954422867835,81.2763409923892,Fatal,SH,,,
REAL-124,2022-01-30,18.42803807145549,79.13507468317677,Fatal,NH,,,
REAL-125,2022-01-30,12.941901560510074,79.25485216802566,Fatal,OR,,,
REAL-126,2022-01-30,26.448594325625667,80.343810933111,Fatal,OR,,,
REAL-127,2022-01-29,13.235809378630744,79.36183461382159,Fatal,OR,,,
REAL-128,2022-01-30,18.989326374345,79.08330736132393,Fatal,OR,,,
REAL-129,2022-01-31,27.092451869286297,74.42748015803826,Fatal,SH,,,
REAL-130,2022-01-31,25.792933776374102,72.1629058029464,Fatal,OR,,,
REAL-131,2022-02-01,24.04493489967109,78.6394929061528,Fatal,NH,,,
REAL-132,2022-02-01,21.815346974057224,80.17806276395049,Fatal,SH,,,
REAL-133,2022-01-31,22.209325349494875,70.8009083158295,Fatal,NH,,,
REAL-134,2022-01-31,22.68448170947923,75.86399687841984,Fatal,OR,,,
REAL-135,2022-02-03,33.303370177922346,75.77549202867355,Fatal,OR,,,
REAL-136,2022-02-02,22.48983884444052,75.66671181495484,Fatal,NH,,,
REAL-137,2022-02-01,12.293012045391656,76.2663866231776,Fatal,OR,,,
REAL-138,2022-02-03,17.666465319754213,80.97459337639053,Fatal,SH,,,
REAL-139,2022-02-03,26.910703910916823,70.9337404020313,Fatal,NH,,,
REAL-140,2022-02-03,21.04061585241248,73.4061732227355,Fatal,OR,,,
REAL-141,2022-02-03,9.83194947142872,76.76475757569993,Fatal,OR,,,
REAL-142,2022-02-03,9.929597110544416,76.72306203379753,Fatal,NH,,,
REAL-143,2022-02-02,22.68273981416625,72.90717749509794,Fatal,NH,,,
REAL-144,2022-02-03,27.21585406766396,77.20152201303823,Fatal,SH,,,
REAL-145,2022-02-03,27.41685838705793,76.10444383342535,Fatal,NH,,,
REAL-146,2022-02-03,13.12297281283396,79.32076210387156,Fatal,SH,,,
REAL-147,2022-02-03,13.126032102413577,79.32187568527854,Fatal,SH,,,
REAL-148,2022-02-04,26.738629447023207,80.35052740128569,Fatal,SH,,,
REAL-149,2022-02-05,16.82089116931901,80.66680438563212,Fatal,SH,,,
REAL-150,2022-02-06,14.962623936340336,77.23330737491476,Fatal,NH,,,
REAL-151,2022-02-05,8.659199326714372,77.26552188749295,Fatal,SH,,,
REAL-152,2022-02-05,30.740356213706715,76.72431923906225,Fatal,OR,,,
REAL-153,2022-02-05,22.746248516667844,75.7982094212455,Fatal,OR,,,
REAL-154,2022-02-05,23.05288443571828,76.59684714485893,Fatal,OR,,,
REAL-155,2022-02-05,19.97123485981148,73.81562224560645,Fatal,OR,,,
REAL-156,2022-02-04,30.2999631966134,79.5166363500949,Fatal,OR,,,
REAL-157,2022-02-05,18.632492103607568,73.74157079427587,Fatal,NH,,,
REAL-158,2022-02-06,17.760528885443883,81.00883251430157,Fatal,SH,,,
REAL-159,2022-02-07,31.591633638231283,78.03685723801158,Fatal,OR,,,
REAL-160,2022-02-07,27.2138302972568,73.71605649545057,Fatal,NH,,,
REAL-161,2022-02-07,25.49987528377706,73.25112435658373,Fatal,NH,,,
REAL-162,2022-02-06,19.12471261878596,72.89574856667453,Fatal,OR,,,
REAL-163,2022-02-09,23.004502500291743,71.15380897504323,Fatal,SH,,,
REAL-164,2022-02-08,26.22754594175393,84.24243447792814,Fatal,NH,,,
REAL-165,2022-02-08,12.440200277367603,79.07223290096181,Fatal,NH,,,
REAL-166,2022-02-09,9.156390493413303,77.05322125931251,Fatal,SH,,,
REAL-167,2022-02-08,23.320313870253266,78.53019329464922,Fatal,OR,,,
REAL-168,2022-02-09,25.18714588010464,77.11115122253314,Fatal,NH,,,
REAL-169,2022-02-08,17.931285780564018,81.0709880241253,Fatal,NH,,,
REAL-170,2022-02-09,8.74283202760778,77.22981072421148,Fatal,SH,,,
REAL-171,2022-02-11,23.967751166911828,86.76956791098664,Fatal,OR,,,
REAL-172,2022-02-09,11.531926575865088,76.0388673521056,Fatal,OR,,,
REAL-173,2022-02-10,22.974129466237112,72.6534256375576,Fatal,NH,,,
REAL-174,2022-02-11,33.05115098808208,74.64351066713232,Fatal,OR,,,
REAL-175,2022-02-11,23.48821291020068,80.10769353179742,Fatal,NH,,,
REAL-176,2022-02-11,23.448803225439857,77.36161885815567,Fatal,OR,,,
REAL-177,2022-02-10,17.23253687972608,79.69398413248594,Fatal,OR,,,
REAL-178,2022-02-11,26.23693879193369,70.47955938658713,Fatal,OR,,,
REAL-179,2022-02-12,14.838820326235735,75.3533581920594,Fatal,NH,,,
REAL-180,2022-02-12,21.00119281715471,79.39828299234789,Fatal,SH,,,
REAL-181,2022-02-12,24.50744282460239,74.54469995593209,Fatal,OR,,,
REAL-182,2022-02-12,10.873262324653169,77.00665745816913,Fatal,NH,,,
REAL-183,2022-02-14,26.51961727992392,80.77002471393665,Fatal,OR,,,
REAL-184,2022-02-13,9.99484592411198,76.69520079040417,Fatal,OR,,,
REAL-185,2022-02-14,22.78801212541457,86.03337294127007,Fatal,OR,,,
REAL-186,2022-02-15,26.761340281072,75.74696895289894,Fatal,SH,,,
REAL-187,2022-02-15,18.785150637116026,73.34700081173162,Fatal,NH,,,
REAL-188,2022-02-14,26.54020341108048,81.63236223814823,Fatal,NH,,,
REAL-189,2022-02-16,13.126527581387272,78.11583179770683,Fatal,NH,,,
REAL-190,2022-02-14,10.944913295408462,76.93881475047148,Fatal,OR,,,
REAL-191,2022-02-16,25.19145275727694,83.02887846513721,Fatal,SH,,,
REAL-192,2022-02-14,22.56295765776425,88.35872928795361,Fatal,OR,,,
REAL-193,2022-02-14,22.540902886677657,88.34096360238837,Fatal,OR,,,
REAL-194,2022-02-15,22.71454402717872,75.87184933982203,Fatal,OR,,,
REAL-195,2022-02-16,21.108177205326385,81.72271029614801,Fatal,OR,,,
REAL-196,2022-02-16,10.938080599081948,76.98016337449293,Fatal,NH,,,
REAL-197,2022-02-15,22.57898332625892,75.77721150442704,Fatal,NH,,,
REAL-198,2022-02-18,12.869718563956598,79.087678239575,Fatal,SH,,,
REAL-199,2022-02-17,27.56809926680972,72.2475957764855,Fatal,NH,,,
REAL-200,2022-02-16,28.90148755626485,77.2051188885555,Fatal,OR,,,
REAL-201,2022-02-19,18.188326947884857,79.91491551269137,Fatal,NH,,,
REAL-202,2022-02-19,24.9308253171582,73.82617210519453,Fatal,NH,,,
REAL-203,2022-02-19,27.482790115159805,75.3815748302894,Fatal,OR,,,
REAL-204,2022-02-17,21.22049960531919,82.40670193772387,Fatal,NH,,,
REAL-205,2022-02-19,25.58987074605308,84.25004814353804,Fatal,NH,,,
REAL-206,2022-02-20,25.19596716523665,75.84516315344385,Fatal,NH,,,
REAL-207,2022-02-18,24.92149865757436,92.7815669664388,Fatal,NH,,,
REAL-208,2022-02-19,28.602052711144825,77.1348181091842,Fatal,OR,,,
REAL-209,2022-02-18,23.00544441957308,72.53338811590844,Fatal,NH,,,
REAL-210,2022-02-21,17.313601040235092,78.13928501548331,Fatal,NH,,,
REAL-211,2022-02-18,19.83064800938073,73.82802256128227,Fatal,OR,,,
REAL-212,2022-02-19,30.81523877034962,76.17096503780348,Fatal,OR,,,
REAL-213,2022-02-20,16.726270377838905,80.63236241753336,Fatal,NH,,,
REAL-214,2022-02-20,14.08097302776957,78.06890620844874,Fatal,SH,,,
REAL-215,2022-02-19,26.38744492359492,73.53981947509264,Fatal,SH,,,
REAL-216,2022-02-22,29.05701000003004,80.1021978906326,Fatal,NH,,,
REAL-217,2022-02-20,23.45618762511605,75.88182763022814,Fatal,SH,,,
REAL-218,2022-02-21,25.57615794018205,85.1604735245477,Fatal,OR,,,
REAL-219,2022-02-21,25.60311850146915,85.15846727705956,Fatal,OR,,,
REAL-220,2022-02-21,18.056694486628253,78.2584638520406,Fatal,OR,,,
REAL-221,2022-02-22,27.158435724776187,78.06272867574049,Fatal,SH,,,
REAL-222,2022-02-21,29.75842648666641,78.54244677611753,Fatal,NH,,,
REAL-223,2022-02-21,28.315880502085022,75.42778059962849,Fatal,SH,,,
REAL-224,2022-02-22,27.015212450599027,71.70535690266628,Fatal,NH,,,
REAL-225,2022-02-19,30.9199903667924,75.88087428875404,Fatal,OR,,,
REAL-226,2022-02-22,17.329662439312923,78.27425994433521,Fatal,NH,,,
REAL-227,2022-02-21,20.33283598716889,73.88779870315513,Fatal,NH,,,
REAL-228,2022-02-20,20.628825370716992,74.03792201888484,Fatal,SH,,,
REAL-229,2022-02-23,22.64951001448067,75.88658250405783,Fatal,SH,,,
REAL-230,2022-02-24,18.391701123992394,73.85593140292903,Fatal,NH,,,
REAL-231,2022-02-24,17.55375191054745,78.46363355451433,Fatal,OR,,,
REAL-232,2022-02-24,28.59959351288085,76.91196809389415,Fatal,OR,,,
REAL-233,2022-02-24,17.26200439015837,78.38814180946548,Fatal,NH,,,
REAL-234,2022-02-24,18.91367527325495,73.17852135553856,Fatal,NH,,,
REAL-235,2022-02-24,16.263716185019536,74.47309535046699,Fatal,SH,,,
REAL-236,2022-02-27,29.29006598210077,77.47378345407694,Fatal,SH,,,
REAL-237,2022-02-25,21.26724764610783,81.62042269163943,Fatal,OR,,,
REAL-238,2022-02-26,26.294580894090394,83.09086815543051,Fatal,OR,,,
REAL-239,2022-02-27,28.64373969635639,77.03230998622084,Fatal,OR,,,
REAL-240,2022-02-27,13.134571102347406,77.61675186207687,Fatal,NH,,,
REAL-241,2022-02-27,13.035500082682866,77.58892000253744,Fatal,NH,,,
REAL-242,2022-02-26,30.88918704406389,75.85126767384848,Fatal,OR,,,
REAL-243,2022-02-28,12.923248510571252,79.24806245784794,Fatal,OR,,,
REAL-244,2022-02-27,19.846577303394984,73.97107766153536,Fatal,NH,,,
REAL-245,2022-03-01,18.77063933979836,73.36590938508034,Fatal,NH,,,
REAL-246,2022-02-27,12.967598908664984,77.51248898800186,Fatal,OR,,,
REAL-247,2022-02-27,12.846453600857831,77.67215941964415,Fatal,NH,,,
REAL-248,2022-02-28,26.90193341448318,75.77265925901905,Fatal,OR,,,
REAL-249,2022-02-28,17.286690427411575,74.18447132552234,Fatal,NH,,,
REAL-250,2022-02-28,23.243281034929208,77.4730609770155,Fatal,OR,,,
REAL-251,2022-03-01,26.42795651556272,80.38381214859015,Fatal,OR,,,
REAL-252,2022-02-28,18.63298730467365,73.74146182222104,Fatal,NH,,,
REAL-253,2022-03-02,8.560349800808412,77.3077306350548,Fatal,NH,,,
REAL-254,2022-03-02,10.058505914678154,76.64636492554786,Fatal,NH,,,
REAL-255,2022-03-02,9.955551623713422,76.71197945667436,Fatal,OR,,,
REAL-256,2022-03-03,31.63504378170524,76.77955354651563,Fatal,OR,,,
REAL-257,2022-03-02,28.47243249625412,77.10280302306421,Fatal,OR,,,
REAL-258,2022-03-02,28.29757364132327,76.86837399663595,Fatal,NH,,,
REAL-259,2022-03-03,29.87432755455267,77.89471485225786,Fatal,OR,,,
REAL-260,2022-03-04,21.199324620235608,81.2887682600112,Fatal,SH,,,
REAL-261,2022-03-03,27.298943064764845,75.95762115840584,Fatal,NH,,,
REAL-262,2022-03-05,18.21815163836048,79.98216386293753,Fatal,OR,,,
REAL-263,2022-03-04,21.20426880104254,79.14620422583027,Fatal,NH,,,
REAL-264,2022-03-05,33.30045710490115,74.41128186730069,Fatal,OR,,,
REAL-265,2022-03-04,25.606649196412548,85.16517591163063,Fatal,OR,,,
REAL-266,2022-03-05,18.39892041913737,73.84935979276045,Fatal,NH,,,
REAL-267,2022-03-06,10.87206032990684,76.89348210572516,Fatal,NH,,,
REAL-268,2022-03-05,25.10031536069514,76.67646540999337,Fatal,NH,,,
REAL-269,2022-03-05,25.101947583026973,76.6731180130028,Fatal,NH,,,
REAL-270,2022-03-04,13.050848763275782,79.29450894983238,Fatal,SH,,,
REAL-271,2022-03-06,17.609504860432846,74.02802490439436,Fatal,NH,,,
REAL-272,2022-03-06,17.555017076256856,80.9340262157575,Fatal,NH,,,
REAL-273,2022-03-05,23.207140010932616,81.41677662765933,Fatal,OR,,,
REAL-274,2022-03-06,25.956761504018843,82.71131150731956,Fatal,OR,,,
