Cluster_ID,Latitude,Longitude,Total_Crashes,Risk_Level
0,28.431269122717577,77.06840519380624,53,High
1,17.501732140282783,76.39113336916907,6,Moderate
2,22.526416442964436,88.29200182435704,43,High
3,22.444858405325384,78.20484814504934,6,Low
4,8.786758575977125,77.69355906324277,3,Low
5,18.719297584223657,73.8717843710257,17,High
6,20.50600688888889,82.032179,9,Low
7,13.414992645503547,77.72624332887912,12,Moderate
8,25.833753490853248,83.21270911852369,12,Moderate
9,17.475757072958423,80.90517557455686,21,High
10,24.488916717965267,72.78557241842569,6,Moderate
11,15.511308149225076,75.35785197293697,10,Moderate
12,24.01402446153846,85.422251,13,Moderate
13,33.189847527653924,75.2238185609242,6,Moderate
14,22.690989559605217,75.86764519901374,71,High
15,26.478576177828604,80.30994938116723,18,High
16,25.965320686760833,90.89876626362023,3,Low
17,22.137687466666666,72.69042406666667,15,Moderate
18,30.27976253529041,77.31421010280833,5,Moderate
19,20.431473492701613,80.01118518454444,6,Low
20,19.92838264978277,74.39220767373072,7,Moderate
21,26.492614847246667,74.74800884207724,3,Low
22,10.630796659001277,77.44886689209014,8,Moderate
23,17.23543933115099,78.44432396970566,17,High
24,13.57689024162163,79.41471945555934,9,High
25,22.159637546714674,82.1544802483508,6,Low
26,20.456704735486593,86.03147761386882,10,Moderate
27,28.03977903200884,81.14877081957215,3,Low
28,27.50196777886297,78.89614284526841,10,Moderate
29,20.892781397340762,78.95997648044992,12,Moderate
30,30.90468123889468,75.85936088386079,32,High
31,23.37260838996771,77.69745787625735,14,High
32,25.729436707958143,94.04477764424936,3,Low
33,26.439954853748628,72.30734323415474,2,Low
34,12.493297355734947,75.62836202910117,1,Low
35,20.409565909090908,72.86578163636364,11,Moderate
36,20.156344111469924,75.91208546777561,14,Moderate
37,26.7943215361785,78.06405327049909,20,High
38,19.21857929753126,78.80424958702447,7,Low
39,15.832964410010074,74.60028593699789,6,Low
40,25.829845847389606,85.52207841287102,5,Moderate
41,30.045844575814442,78.60946957563003,9,High
42,22.6370477,85.3049281,10,Low
43,18.944279276604203,73.15345947006384,31,High
44,23.5013632,86.88750590000001,10,Low
45,24.971346324552073,78.63283220473943,12,Moderate
46,22.270241778525286,70.80938068653552,13,High
47,15.180160992810393,78.06356380560113,5,Low
48,25.873020025986406,81.89182139675552,8,Moderate
49,25.18926132844975,75.88508713077275,10,High
50,26.89658212886227,75.78305123521532,24,High
51,15.372404930597995,76.1526101039219,9,Moderate
52,21.61977877777778,80.92474333333334,9,Low
53,16.0320584373539,80.26477381131167,12,High
54,11.354747237612946,78.59152188282039,8,Moderate
55,24.884758844384567,86.53477301447948,4,Low
56,29.85633571102053,79.23934089031836,4,Low
57,17.574861681571758,74.19727453110725,13,Moderate
58,24.834764474944436,73.86873650714759,14,High
59,10.247058337211426,76.58750609001072,13,High
60,19.19129626526395,84.71060364654016,11,Low
61,28.0877536839245,74.00482260614261,1,Low
62,19.975817565314912,73.87626634370349,37,High
63,14.781704678646827,75.74545738391393,16,Moderate
64,18.539690987245457,81.29244751935734,22,High
65,25.84516223660384,71.46908028877004,7,Moderate
66,21.755529333333335,79.1541142,15,Moderate
67,23.03149473396488,84.14256869474393,9,Moderate
68,12.543376608523324,79.10978908550248,17,High
69,23.0477420528445,76.66049878698641,12,Moderate
70,23.036379900582926,72.58229876459767,35,High
71,18.957325063870055,75.85868062424196,8,Low
72,23.255635108781657,78.42622753683115,8,Moderate
73,32.44614434143478,77.23044891236786,3,Low
74,27.53852004046169,77.81815197330728,20,High
75,21.824155744519246,83.25089431661905,5,Moderate
76,21.592480545454546,87.24074427272727,11,Low
77,21.2120513181153,82.0165811957879,11,Moderate
78,12.932533350289287,77.59237619986952,63,High
79,14.114115513016204,76.43431723556688,13,Moderate
80,27.638679089707324,95.68195325787705,4,Low
81,27.37299669505478,88.49187480224269,3,Low
82,21.364056137000258,80.37138998052883,9,Low
83,16.958083673386167,80.7125204942765,23,High
84,17.49498742228284,79.62018498776544,6,Moderate
85,28.828244514876168,79.14462581885728,6,Moderate
86,25.722369134318786,84.15048251916429,8,Moderate
87,30.706969534128007,76.65152391382587,21,High
88,24.64622563798542,80.8910252522318,4,Low
89,20.888445454239548,76.1197375908447,8,Moderate
90,29.506205395995856,74.94247160200553,2,Low
91,15.337909223358173,74.46050198754273,24,High
92,27.756104799449943,76.45670563630198,18,High
93,22.815646375507562,73.71285021605439,4,Low
94,23.700451256877358,92.4844769218639,2,Low
95,23.755367618979136,79.35416922213825,4,Low
96,22.85910950465053,86.25084808088361,11,Moderate
97,27.784673817591358,70.36506957443333,2,Low
98,26.89494938422438,79.54297904676805,11,Moderate
99,11.308725267626105,76.87976338485382,7,Moderate
100,29.407294172040487,77.63201667422837,12,High
101,16.694072449637837,74.18228140008013,11,High
102,26.223708497632973,91.60280250549465,7,Moderate
103,18.75622582272076,78.75542317484353,9,Moderate
104,26.61232362561838,93.07135761297826,7,Moderate
105,22.255732017011148,76.68222914510345,7,Low
106,29.30169018283669,80.0749275973119,6,Moderate
107,23.196208208311017,87.45712439021864,16,Moderate
108,19.5077692,75.0062012,10,Moderate
109,24.96125930630007,85.53554951789397,13,Moderate
110,23.290380610321005,85.34720213126273,17,High
111,20.89120471380323,81.26612663907777,8,Low
112,25.822518727272726,74.80364827272727,11,Low
113,33.79561777616112,74.16469063522663,4,Low
114,26.958401400591796,81.33833612942684,9,High
115,28.342335979620795,77.58195401587702,28,High
116,23.836602803792296,76.90713410629183,11,Moderate
117,23.796516333333333,73.15345126666666,15,Moderate
118,23.21096134755043,77.44230116061031,63,High
119,18.94481641514741,76.32660305796428,3,Low
120,14.68073485950379,74.81239394167412,18,High
121,23.225581248356022,75.47472415245112,6,Moderate
122,24.893910716452716,92.69925094429641,5,Moderate
123,20.6457264,74.9658622,5,Low
124,21.19978118651358,77.92165121540326,7,Low
125,21.233362804067646,86.8400454745171,13,Moderate
126,10.494760438629193,78.27682627961023,11,High
127,11.15981567745678,77.3555593742516,10,High
128,15.36982176923077,80.138615124,13,Moderate
129,26.90537799841709,76.26402197772246,5,Moderate
130,18.47404074268134,73.88852821336803,58,High
131,32.89269154470533,76.21231800827276,4,Low
132,13.205212538868418,75.32437424590319,6,Moderate
133,13.214926690746037,79.35423331543156,18,High
134,21.291553248740815,72.83367481153424,10,Moderate
135,22.997619666242638,83.38624657440934,9,Moderate
136,31.675110912821076,77.29932862043727,3,Low
137,25.837911089966724,78.4231486277676,13,Moderate
138,28.258486108687904,75.05457828473719,7,Moderate
139,21.133561591685964,79.07564281184648,40,High
140,19.36710726540869,72.98752719987738,29,High
141,23.74327470729344,86.64286785581349,16,High
142,23.898195093279494,84.29940247163526,6,Low
143,26.962688099154846,71.18401934045531,6,Moderate
144,20.452416836983215,79.10362455696684,13,Moderate
145,26.230378684831553,81.1743250120287,7,Low
146,28.672023827894762,79.87256881842704,13,High
147,15.414261722938747,74.9620250655077,19,High
148,20.01669287977598,85.51832547230626,12,Moderate
149,26.350985139019823,87.38147903838905,1,Low
150,18.716781706723136,75.30022916839263,6,Low
151,30.801860226647687,78.38183541812862,11,High
152,22.002370875,79.69793225,8,Low
153,14.637292712396262,77.90698485694276,8,Low
154,20.572361697189397,73.95316938448319,7,Moderate
155,24.383311593086688,78.68253090825765,9,Low
156,25.588258916533626,73.37219719125956,4,Low
157,12.656147722895053,77.19261290645872,8,Moderate
158,27.365552542051574,82.22285514138281,5,Moderate
159,29.320109437725907,76.3285265920705,3,Low
160,19.950178199243428,75.36199013079222,16,Moderate
161,8.772697783572028,77.21705804641473,12,High
162,24.556972043735353,77.24960321793392,6,Low
163,16.406918319056757,74.64099048977864,16,High
164,22.582947500000003,81.704836,2,Low
165,22.019927451853025,82.70266658225327,5,Low
166,30.765681632592333,74.69670116900541,6,Moderate
167,18.28839389644536,78.1904883371142,4,Low
168,16.255992561507583,78.09825193447203,6,Low
169,24.353018,85.99931111111111,18,Moderate
170,22.624740622546234,75.26539945439932,8,Moderate
171,23.259542964333797,80.02033657903068,5,Moderate
172,19.50333360205719,80.27506388268168,3,Low
173,9.946598042252582,77.98134491394896,8,Moderate
174,10.975362837591131,76.98115085247774,20,High
175,20.26827594287457,83.5448611080163,3,Low
176,13.151089899918002,76.49188446906524,8,Moderate
177,31.64234645920884,75.27421102834748,7,Moderate
178,16.01283666899565,75.8527321544621,6,Low
179,24.041040703972726,75.0835940482793,5,Moderate
180,22.832169179237358,78.87180735831019,8,Low
181,25.263001390263216,82.90642305104413,6,Moderate
182,29.18360123345612,78.55543693257708,10,High
183,29.197095840789228,73.22412562749123,1,Low
184,34.90088291619251,77.4822454710571,1,Low
185,21.81365129797051,77.99469708249886,8,Moderate
186,26.226198216785,80.00669549439758,11,High
187,22.077315125461823,87.90470033526029,8,Low
188,17.875902411962436,81.05082847795433,16,High
189,14.831591234720445,75.34563292252834,13,Moderate
190,21.687061097273016,81.67102194775873,10,Moderate
191,22.613145,84.72905177777778,9,Moderate
192,22.93638953846154,77.97856392307692,13,Moderate
193,27.837858432296468,79.80829064998446,7,Moderate
194,23.42236509982625,76.31046691296146,11,Moderate
195,25.55910109109849,86.108900583958,8,Moderate
196,19.876279987348187,78.30987654309891,4,Low
197,23.787154445942058,85.86156350870408,15,High
198,21.81359634514385,85.40948958712139,5,Low
199,16.64152161475738,80.54834823568669,28,High
200,25.49636261037973,81.92422205990228,13,High
201,19.91497578082363,72.8934116838225,24,High
202,25.981490011901485,70.56188399787001,4,Low
203,30.086433679294878,76.83879907324709,7,Moderate
204,25.7774032,84.5338084,5,Low
205,11.560961365478184,77.92329618975144,8,Moderate
206,27.169848656803737,77.303017957149,8,Moderate
207,19.777435071013493,75.75585108477846,11,Moderate
208,22.698314507007698,77.61722436278009,9,Moderate
209,23.066619335024182,74.39219963779605,6,Moderate
210,15.831640833333335,74.9601428888889,18,Moderate
211,27.652730536579917,75.25957086284966,8,Moderate
212,12.387743319801428,78.22171458440354,5,Moderate
213,16.683492396815055,75.60376302756596,5,Low
214,15.694470622656404,79.45573493568355,4,Low
215,26.01097883377987,82.70760116747995,9,Moderate
216,24.79512399744656,79.55793037734242,3,Low
217,25.163811420854188,76.60999570982814,6,Moderate
218,23.136107285714285,85.10649242857143,7,Low
219,27.22374471126877,73.77600126656033,4,Low
220,13.868985676521557,79.534996644794,13,Moderate
221,28.054207445646547,78.12508654712356,14,High
222,13.239257176390337,77.27441398154953,11,Moderate
223,21.249815547013103,79.4147809831435,14,Moderate
224,21.1815935703291,78.50373550585851,15,Moderate
225,28.174043993324652,76.78223834045261,19,High
226,12.880990213302656,79.22472635644286,34,High
227,28.591523079956573,77.30080785528791,39,High
228,28.970214050824836,77.82112112382056,8,Moderate
229,14.513888422495324,76.1238869594118,13,High
230,24.75698662422265,87.29795771920931,3,Low
231,18.850598463196125,81.40950261949227,18,High
232,24.2367534375,73.431589125,16,Moderate
233,18.79920935892581,73.41300721407151,29,High
234,30.027693439500407,80.1070181428167,3,Low
235,17.9103623442144,79.50978431578811,5,Moderate
236,25.221309763257693,74.31381027469504,11,Moderate
237,9.559698474607547,76.99438964840897,8,Moderate
238,26.139171235175706,75.15824747918491,5,Low
239,22.34484905446942,73.14449920395245,9,High
240,21.933446795970553,71.904730855822,5,Moderate
241,17.60115245561262,77.62567440370498,4,Low
242,21.228961647156687,81.34173931840104,14,High
243,17.6774491584506,75.33494436705305,1,Low
244,21.50455879443004,76.46561822281542,4,Low
245,18.215737695180767,74.54459422057215,5,Moderate
246,26.211538472373842,89.83542248928644,3,Low
247,28.176628791023166,79.13227923943776,10,High
248,27.347881611647303,72.3076235329894,2,Low
249,19.11785931112415,72.88808919698572,47,High
250,31.977733810307488,76.52043738292936,1,Low
251,22.67351701206017,77.02067305600703,12,Moderate
252,20.53965321768049,81.35926490871346,8,Moderate
253,15.84387093105353,76.56765859533145,6,Low
254,23.299427266699663,70.40345904842641,1,Low
255,27.22250718543286,79.288750990829,11,Moderate
256,22.926191538461538,87.81870892307693,13,Moderate
257,12.37185502469097,76.31322323525909,3,Low
258,26.356573589025967,84.08672196672657,5,Moderate
259,33.93660988383438,75.02816538923032,4,Low
260,12.911054377386172,75.45272671250274,22,High
261,33.478381280053554,78.12942261481611,1,Low
